"Credit_Limit","Attrition_Flag"
1479,Existing Customer
2237,Existing Customer
2900,Existing Customer
8695,Existing Customer
6692,Existing Customer
2501,Existing Customer
6338,Existing Customer
2190,Attrited Customer
7578,Existing Customer
2963,Existing Customer
8260,Existing Customer
8309,Attrited Customer
3864,Existing Customer
10230,Existing Customer
22382,Attrited Customer
25790,Existing Customer
2675,Existing Customer
5815,Existing Customer
2595,Existing Customer
3421,Existing Customer
6922,Existing Customer
6979,Existing Customer
2594,Existing Customer
34516,Attrited Customer
2523,Existing Customer
6235,Attrited Customer
1473,Existing Customer
17116,Existing Customer
4631,Existing Customer
32338,Existing Customer
2253,Existing Customer
16611,Existing Customer
3480,Existing Customer
3549,Existing Customer
1438,Existing Customer
3136,Existing Customer
34516,Existing Customer
6814,Existing Customer
28170,Existing Customer
6610,Existing Customer
15755,Existing Customer
2711,Existing Customer
3735,Existing Customer
10216,Existing Customer
13662,Attrited Customer
7050,Existing Customer
1775,Existing Customer
8960,Existing Customer
2355,Existing Customer
6803,Existing Customer
2145,Existing Customer
3919,Existing Customer
4500,Existing Customer
2941,Existing Customer
7102,Existing Customer
6866,Attrited Customer
10378,Existing Customer
18178,Existing Customer
1438,Existing Customer
8082,Existing Customer
2967,Existing Customer
3092,Existing Customer
1618,Existing Customer
2498,Existing Customer
2564,Existing Customer
10540,Existing Customer
13384,Existing Customer
16208,Existing Customer
19214,Existing Customer
13395,Existing Customer
17126,Existing Customer
8083,Existing Customer
8995,Existing Customer
2404,Existing Customer
2807,Existing Customer
3097,Existing Customer
2175,Existing Customer
28020,Existing Customer
2640,Existing Customer
31313,Existing Customer
7304,Existing Customer
1438,Existing Customer
3161,Existing Customer
7246,Attrited Customer
3088,Existing Customer
19279,Existing Customer
3792,Existing Customer
2084,Existing Customer
34516,Existing Customer
6849,Existing Customer
2417,Existing Customer
2462,Existing Customer
18563,Attrited Customer
3992,Existing Customer
3568,Existing Customer
7776,Existing Customer
9355,Existing Customer
7049,Existing Customer
2033,Existing Customer
5153,Existing Customer
2062,Existing Customer
2005,Existing Customer
4589,Existing Customer
8184,Existing Customer
30210,Existing Customer
6942,Existing Customer
14551,Existing Customer
1438,Existing Customer
30967,Existing Customer
7866,Existing Customer
2718,Existing Customer
3084,Existing Customer
17302,Existing Customer
12159,Existing Customer
2797,Existing Customer
2618,Existing Customer
1442,Attrited Customer
2063,Existing Customer
8154,Existing Customer
11450,Existing Customer
8906,Attrited Customer
4245,Existing Customer
21953,Existing Customer
1614,Existing Customer
5140,Existing Customer
31762,Existing Customer
15488,Existing Customer
2503,Existing Customer
3312,Existing Customer
6269,Existing Customer
20337,Existing Customer
2224,Existing Customer
3100,Attrited Customer
9959,Existing Customer
2031,Existing Customer
1654,Existing Customer
4608,Existing Customer
3908,Existing Customer
2798,Existing Customer
2551,Existing Customer
7451,Existing Customer
2617,Existing Customer
12634,Attrited Customer
6407,Existing Customer
1438,Existing Customer
2672,Existing Customer
2677,Existing Customer
2240,Existing Customer
6052,Existing Customer
2562,Existing Customer
15377,Existing Customer
8654,Attrited Customer
1438,Existing Customer
1438,Existing Customer
16040,Existing Customer
2801,Existing Customer
2658,Existing Customer
3143,Existing Customer
5106,Existing Customer
9871,Existing Customer
1525,Existing Customer
19630,Existing Customer
12547,Existing Customer
17686,Existing Customer
3257,Existing Customer
4824,Existing Customer
8603,Existing Customer
3818,Existing Customer
5387,Existing Customer
2930,Existing Customer
9303,Existing Customer
2218,Existing Customer
5335,Existing Customer
7187,Existing Customer
2590,Existing Customer
4255,Existing Customer
2778,Existing Customer
10711,Existing Customer
16163,Attrited Customer
2513,Existing Customer
3291,Existing Customer
8917,Existing Customer
4955,Existing Customer
2909,Existing Customer
34516,Existing Customer
1438,Existing Customer
14015,Existing Customer
2540,Existing Customer
3497,Existing Customer
3682,Existing Customer
4430,Existing Customer
15124,Existing Customer
7712,Existing Customer
3657,Existing Customer
5830,Existing Customer
1438,Attrited Customer
2400,Existing Customer
2311,Existing Customer
9131,Existing Customer
1438,Existing Customer
1438,Existing Customer
5471,Existing Customer
8823,Existing Customer
2173,Existing Customer
5616,Attrited Customer
8571,Existing Customer
2803,Existing Customer
3924,Existing Customer
5663,Existing Customer
3955,Existing Customer
7997,Existing Customer
3652,Existing Customer
12702,Existing Customer
7189,Existing Customer
12421,Existing Customer
2585,Existing Customer
2818,Existing Customer
3143,Existing Customer
3119,Existing Customer
13092,Attrited Customer
1438,Existing Customer
3702,Existing Customer
2701,Existing Customer
2469,Existing Customer
3091,Existing Customer
2683,Existing Customer
2942,Existing Customer
2735,Existing Customer
15279,Existing Customer
14938,Existing Customer
4328,Existing Customer
34516,Existing Customer
5824,Existing Customer
7959,Existing Customer
4459,Existing Customer
17162,Existing Customer
16254,Existing Customer
3278,Existing Customer
7173,Existing Customer
3295,Existing Customer
4232,Existing Customer
2703,Existing Customer
2710,Existing Customer
2322,Existing Customer
5931,Existing Customer
1438,Existing Customer
8682,Existing Customer
12616,Attrited Customer
1651,Existing Customer
2212,Existing Customer
2157,Existing Customer
2575,Existing Customer
8705,Existing Customer
3838,Existing Customer
5366,Existing Customer
2994,Existing Customer
4247,Attrited Customer
1737,Existing Customer
18431,Existing Customer
2263,Existing Customer
11909,Existing Customer
21390,Existing Customer
9264,Existing Customer
5484,Existing Customer
4739,Attrited Customer
7970,Attrited Customer
3127,Existing Customer
7756,Existing Customer
34516,Existing Customer
5605,Existing Customer
2946,Existing Customer
8886,Existing Customer
3104,Existing Customer
3312,Existing Customer
34516,Existing Customer
5246,Existing Customer
3103,Existing Customer
14690,Existing Customer
6629,Existing Customer
5535,Existing Customer
2544,Existing Customer
3305,Existing Customer
34516,Existing Customer
4260,Existing Customer
7291,Existing Customer
6500,Existing Customer
6662,Existing Customer
5846,Existing Customer
8063,Existing Customer
4597,Existing Customer
7869,Attrited Customer
17884,Existing Customer
1438,Attrited Customer
2046,Existing Customer
6370,Existing Customer
2737,Existing Customer
2622,Existing Customer
7266,Attrited Customer
2258,Existing Customer
6510,Existing Customer
3252,Existing Customer
7023,Existing Customer
8302,Existing Customer
9959,Existing Customer
3636,Existing Customer
5184,Existing Customer
14575,Existing Customer
1438,Existing Customer
8322,Existing Customer
10110,Existing Customer
2707,Existing Customer
9760,Existing Customer
6103,Existing Customer
2246,Existing Customer
4930,Existing Customer
3178,Existing Customer
2638,Existing Customer
2004,Existing Customer
2414,Existing Customer
1438,Existing Customer
2043,Existing Customer
34516,Existing Customer
3111,Existing Customer
2585,Existing Customer
2469,Attrited Customer
4185,Existing Customer
4759,Existing Customer
24457,Existing Customer
6572,Attrited Customer
3471,Existing Customer
2250,Existing Customer
9433,Existing Customer
9180,Existing Customer
8818,Existing Customer
4066,Existing Customer
9031,Existing Customer
4161,Existing Customer
2740,Existing Customer
8167,Existing Customer
23742,Existing Customer
26783,Existing Customer
25516,Existing Customer
4815,Existing Customer
2218,Attrited Customer
23462,Existing Customer
2252,Existing Customer
2300,Attrited Customer
3540,Existing Customer
13129,Existing Customer
3396,Existing Customer
4712,Existing Customer
7638,Existing Customer
2624,Existing Customer
17934,Existing Customer
15198,Existing Customer
3191,Existing Customer
12875,Existing Customer
2602,Existing Customer
2041,Existing Customer
2548,Existing Customer
4698,Existing Customer
8217,Existing Customer
10091,Existing Customer
19074,Existing Customer
34516,Existing Customer
12852,Existing Customer
12763,Existing Customer
2827,Existing Customer
1825,Existing Customer
1438,Existing Customer
5497,Existing Customer
6778,Existing Customer
4267,Attrited Customer
3273,Existing Customer
9371,Existing Customer
1438,Existing Customer
6168,Existing Customer
8307,Existing Customer
30753,Existing Customer
2731,Existing Customer
8058,Existing Customer
10962,Existing Customer
2997,Existing Customer
2647,Existing Customer
4580,Existing Customer
26101,Existing Customer
14270,Existing Customer
3230,Existing Customer
8881,Existing Customer
2621,Existing Customer
4419,Existing Customer
9235,Existing Customer
3055,Existing Customer
19412,Existing Customer
4666,Existing Customer
4894,Existing Customer
27389,Existing Customer
2132,Existing Customer
6590,Existing Customer
3176,Existing Customer
4288,Existing Customer
5945,Existing Customer
3350,Existing Customer
4008,Existing Customer
5780,Existing Customer
7081,Existing Customer
6824,Existing Customer
1438,Existing Customer
2683,Existing Customer
12280,Existing Customer
14607,Existing Customer
2267,Existing Customer
11332,Existing Customer
3073,Existing Customer
34516,Existing Customer
5323,Existing Customer
9078,Existing Customer
27029,Existing Customer
9859,Existing Customer
4026,Attrited Customer
2608,Existing Customer
4613,Existing Customer
10386,Existing Customer
2657,Existing Customer
5031,Existing Customer
34516,Attrited Customer
2423,Existing Customer
7140,Attrited Customer
3377,Existing Customer
34516,Attrited Customer
2295,Existing Customer
3150,Existing Customer
2165,Existing Customer
1612,Existing Customer
14593,Existing Customer
8327,Existing Customer
34516,Existing Customer
6479,Existing Customer
18442,Existing Customer
2800,Existing Customer
3032,Existing Customer
2151,Existing Customer
25517,Attrited Customer
7709,Existing Customer
4065,Existing Customer
11811,Existing Customer
7440,Existing Customer
12714,Existing Customer
3735,Existing Customer
25882,Existing Customer
3877,Existing Customer
11023,Existing Customer
2186,Existing Customer
17996,Existing Customer
2306,Existing Customer
26556,Existing Customer
5779,Existing Customer
5494,Existing Customer
7571,Existing Customer
2897,Existing Customer
3131,Existing Customer
4274,Existing Customer
4980,Existing Customer
3156,Existing Customer
6861,Existing Customer
15554,Existing Customer
26570,Existing Customer
5865,Existing Customer
5188,Existing Customer
17742,Existing Customer
2591,Existing Customer
2800,Existing Customer
6543,Existing Customer
6316,Existing Customer
4658,Existing Customer
6476,Existing Customer
8087,Existing Customer
9033,Existing Customer
3206,Existing Customer
28751,Existing Customer
2938,Existing Customer
5715,Existing Customer
2111,Existing Customer
11862,Existing Customer
6551,Existing Customer
4533,Existing Customer
1854,Existing Customer
6704,Existing Customer
34516,Existing Customer
5489,Existing Customer
10619,Existing Customer
2481,Existing Customer
5100,Existing Customer
5905,Existing Customer
5240,Existing Customer
4182,Existing Customer
9857,Existing Customer
20117,Existing Customer
6012,Existing Customer
6369,Existing Customer
13005,Existing Customer
6679,Existing Customer
6458,Existing Customer
2801,Existing Customer
2419,Existing Customer
5156,Existing Customer
10257,Existing Customer
3032,Attrited Customer
32096,Existing Customer
2555,Existing Customer
34516,Existing Customer
2140,Existing Customer
4760,Existing Customer
26372,Existing Customer
8203,Existing Customer
2655,Existing Customer
13655,Existing Customer
12169,Existing Customer
2598,Existing Customer
8232,Existing Customer
4671,Existing Customer
14869,Existing Customer
2300,Existing Customer
2657,Existing Customer
9149,Existing Customer
3176,Existing Customer
21875,Existing Customer
17404,Existing Customer
2863,Existing Customer
34516,Existing Customer
13919,Existing Customer
18672,Attrited Customer
4204,Existing Customer
6859,Existing Customer
16050,Existing Customer
34516,Existing Customer
7881,Existing Customer
13427,Existing Customer
2281,Existing Customer
10974,Existing Customer
5265,Existing Customer
17198,Existing Customer
3401,Existing Customer
27499,Existing Customer
32964,Existing Customer
7411,Existing Customer
7200,Existing Customer
3147,Existing Customer
5110,Existing Customer
5438,Existing Customer
17450,Existing Customer
18352,Existing Customer
5030,Existing Customer
1585,Existing Customer
3251,Existing Customer
2858,Existing Customer
16443,Existing Customer
3687,Existing Customer
4840,Existing Customer
1909,Existing Customer
19063,Existing Customer
15982,Existing Customer
1438,Existing Customer
2549,Existing Customer
5967,Existing Customer
2182,Existing Customer
2689,Existing Customer
30622,Existing Customer
3318,Existing Customer
6746,Existing Customer
4408,Existing Customer
4838,Existing Customer
34516,Existing Customer
7928,Existing Customer
33996,Existing Customer
4365,Existing Customer
2248,Existing Customer
1901,Existing Customer
34516,Existing Customer
31680,Existing Customer
1872,Existing Customer
10991,Existing Customer
3939,Existing Customer
2127,Existing Customer
34010,Existing Customer
1741,Existing Customer
1438,Attrited Customer
2621,Existing Customer
11115,Existing Customer
14438,Existing Customer
5228,Existing Customer
5550,Existing Customer
3450,Existing Customer
34516,Existing Customer
30030,Existing Customer
2151,Existing Customer
27745,Existing Customer
4852,Existing Customer
6735,Existing Customer
6128,Existing Customer
3402,Existing Customer
2689,Existing Customer
1556,Existing Customer
7372,Existing Customer
2965,Existing Customer
8186,Existing Customer
3846,Existing Customer
2944,Existing Customer
34516,Existing Customer
5660,Existing Customer
2494,Existing Customer
25215,Existing Customer
2606,Existing Customer
8133,Existing Customer
3101,Existing Customer
24446,Existing Customer
2361,Existing Customer
2441,Existing Customer
8532,Existing Customer
2900,Existing Customer
6827,Existing Customer
4513,Existing Customer
27347,Existing Customer
1676,Existing Customer
2802,Existing Customer
23870,Attrited Customer
4868,Existing Customer
20437,Existing Customer
2239,Existing Customer
2428,Existing Customer
15027,Existing Customer
32056,Existing Customer
34516,Existing Customer
1864,Existing Customer
23032,Existing Customer
4277,Existing Customer
2771,Existing Customer
2265,Existing Customer
2853,Existing Customer
3075,Existing Customer
3065,Existing Customer
1438,Existing Customer
7118,Existing Customer
11419,Existing Customer
2403,Existing Customer
2821,Existing Customer
2706,Existing Customer
2226,Existing Customer
3351,Existing Customer
5570,Existing Customer
2174,Existing Customer
31501,Existing Customer
21695,Existing Customer
16156,Existing Customer
2413,Existing Customer
5920,Existing Customer
5841,Existing Customer
8418,Existing Customer
2490,Existing Customer
20640,Existing Customer
9453,Existing Customer
7949,Existing Customer
2758,Existing Customer
20148,Existing Customer
1438,Existing Customer
26566,Existing Customer
13477,Existing Customer
9706,Existing Customer
7457,Existing Customer
34516,Existing Customer
19081,Existing Customer
28830,Existing Customer
2563,Existing Customer
5240,Existing Customer
3397,Existing Customer
1842,Existing Customer
20791,Existing Customer
3701,Existing Customer
4199,Existing Customer
4353,Existing Customer
4913,Attrited Customer
5454,Existing Customer
2845,Existing Customer
25907,Existing Customer
2206,Existing Customer
12050,Existing Customer
2107,Existing Customer
3539,Existing Customer
17905,Existing Customer
4940,Existing Customer
2464,Existing Customer
3203,Existing Customer
1835,Existing Customer
1993,Existing Customer
8208,Existing Customer
26222,Existing Customer
34173,Existing Customer
3377,Existing Customer
5882,Existing Customer
7158,Existing Customer
5833,Existing Customer
4152,Existing Customer
11699,Existing Customer
4505,Existing Customer
7667,Existing Customer
34516,Existing Customer
2937,Existing Customer
5257,Existing Customer
10331,Existing Customer
17557,Existing Customer
4366,Existing Customer
8514,Existing Customer
2002,Existing Customer
3132,Existing Customer
2010,Existing Customer
7567,Existing Customer
2381,Attrited Customer
34516,Existing Customer
1438,Existing Customer
3735,Existing Customer
22127,Existing Customer
7348,Existing Customer
11188,Attrited Customer
5076,Existing Customer
28634,Existing Customer
3414,Existing Customer
12315,Existing Customer
2690,Existing Customer
12165,Existing Customer
1792,Existing Customer
19300,Existing Customer
8120,Existing Customer
2292,Existing Customer
21434,Existing Customer
32446,Existing Customer
9133,Existing Customer
5116,Existing Customer
18974,Existing Customer
12101,Existing Customer
5379,Existing Customer
32676,Existing Customer
34516,Existing Customer
5858,Existing Customer
2692,Existing Customer
7165,Existing Customer
1438,Existing Customer
26988,Existing Customer
11091,Attrited Customer
10745,Existing Customer
2722,Existing Customer
8228,Existing Customer
34516,Existing Customer
14821,Existing Customer
2047,Existing Customer
22380,Existing Customer
12893,Existing Customer
3351,Existing Customer
1438,Existing Customer
2165,Existing Customer
34516,Existing Customer
5260,Existing Customer
1438,Existing Customer
4333,Attrited Customer
6637,Existing Customer
3174,Existing Customer
4396,Existing Customer
34516,Attrited Customer
1438,Existing Customer
6853,Existing Customer
2166,Existing Customer
4475,Existing Customer
16604,Existing Customer
5446,Existing Customer
9451,Existing Customer
6130,Existing Customer
15008,Existing Customer
4583,Existing Customer
5268,Attrited Customer
2282,Existing Customer
14480,Existing Customer
7570,Existing Customer
12878,Existing Customer
26218,Existing Customer
34516,Existing Customer
5801,Existing Customer
2271,Existing Customer
3107,Existing Customer
2001,Existing Customer
1438,Existing Customer
3264,Existing Customer
34516,Existing Customer
21756,Existing Customer
4726,Existing Customer
15326,Existing Customer
2644,Existing Customer
2673,Existing Customer
16227,Existing Customer
3290,Existing Customer
11176,Existing Customer
2492,Existing Customer
14265,Existing Customer
7469,Existing Customer
4592,Existing Customer
4341,Existing Customer
34516,Existing Customer
13431,Existing Customer
14028,Existing Customer
34516,Existing Customer
5699,Existing Customer
3226,Existing Customer
2803,Existing Customer
34516,Existing Customer
2192,Existing Customer
4736,Existing Customer
9944,Existing Customer
4717,Existing Customer
16920,Existing Customer
4704,Existing Customer
14987,Existing Customer
9227,Existing Customer
1677,Existing Customer
2319,Existing Customer
18531,Existing Customer
4112,Existing Customer
34516,Existing Customer
34516,Existing Customer
4683,Existing Customer
4224,Existing Customer
7133,Existing Customer
4210,Existing Customer
12630,Existing Customer
3639,Attrited Customer
31945,Existing Customer
23447,Existing Customer
4180,Existing Customer
4930,Existing Customer
3417,Existing Customer
4785,Existing Customer
12685,Existing Customer
21374,Existing Customer
1911,Existing Customer
8666,Existing Customer
1438,Existing Customer
2976,Existing Customer
34516,Existing Customer
1438,Existing Customer
16099,Existing Customer
19595,Existing Customer
13193,Existing Customer
8184,Existing Customer
25873,Existing Customer
20860,Existing Customer
27751,Existing Customer
34516,Existing Customer
29893,Attrited Customer
9148,Existing Customer
6519,Existing Customer
2509,Existing Customer
2664,Existing Customer
10332,Existing Customer
12050,Attrited Customer
26124,Existing Customer
9816,Existing Customer
2783,Existing Customer
12222,Existing Customer
4002,Existing Customer
34516,Existing Customer
10227,Existing Customer
4265,Existing Customer
2243,Existing Customer
11239,Existing Customer
34516,Existing Customer
23510,Existing Customer
8693,Existing Customer
4549,Existing Customer
3558,Existing Customer
7176,Attrited Customer
18293,Existing Customer
6383,Existing Customer
13441,Existing Customer
20114,Existing Customer
2019,Existing Customer
34516,Existing Customer
1438,Attrited Customer
8017,Attrited Customer
9474,Existing Customer
6587,Existing Customer
2999,Existing Customer
7154,Existing Customer
4039,Existing Customer
5516,Existing Customer
5577,Existing Customer
30137,Existing Customer
9778,Existing Customer
20912,Existing Customer
14699,Existing Customer
10350,Existing Customer
11346,Existing Customer
15987,Existing Customer
19711,Existing Customer
8650,Existing Customer
34516,Existing Customer
9748,Existing Customer
3271,Existing Customer
3480,Existing Customer
13306,Existing Customer
13637,Existing Customer
6733,Existing Customer
2728,Existing Customer
6250,Existing Customer
3653,Existing Customer
22919,Existing Customer
34516,Existing Customer
7532,Existing Customer
4587,Existing Customer
12250,Attrited Customer
17753,Existing Customer
12535,Existing Customer
3541,Existing Customer
29200,Existing Customer
10077,Existing Customer
12871,Existing Customer
2346,Existing Customer
9919,Existing Customer
5505,Attrited Customer
1902,Existing Customer
4254,Existing Customer
7711,Existing Customer
3213,Existing Customer
9977,Existing Customer
7925,Existing Customer
12793,Existing Customer
1438,Existing Customer
12948,Existing Customer
5662,Attrited Customer
2799,Existing Customer
6779,Existing Customer
15248,Existing Customer
15583,Existing Customer
2576,Existing Customer
8717,Existing Customer
1438,Existing Customer
33755,Existing Customer
12952,Existing Customer
11741,Existing Customer
2609,Existing Customer
20882,Existing Customer
3071,Existing Customer
2267,Existing Customer
6617,Existing Customer
3276,Existing Customer
10097,Existing Customer
8260,Existing Customer
5776,Existing Customer
1438,Existing Customer
7207,Existing Customer
21158,Existing Customer
22906,Existing Customer
2648,Existing Customer
16317,Attrited Customer
3761,Existing Customer
15845,Existing Customer
8061,Attrited Customer
19430,Existing Customer
9829,Existing Customer
7226,Existing Customer
1438,Existing Customer
21358,Existing Customer
1856,Attrited Customer
1438,Existing Customer
2586,Existing Customer
3281,Existing Customer
7115,Existing Customer
8749,Existing Customer
14973,Existing Customer
24248,Existing Customer
11617,Attrited Customer
30428,Existing Customer
14257,Existing Customer
34516,Attrited Customer
5719,Existing Customer
2526,Existing Customer
2971,Existing Customer
6834,Existing Customer
16727,Existing Customer
4573,Existing Customer
15410,Existing Customer
3299,Existing Customer
13453,Attrited Customer
6362,Existing Customer
4369,Existing Customer
1721,Existing Customer
2196,Existing Customer
2845,Existing Customer
21144,Existing Customer
3518,Existing Customer
17343,Existing Customer
3498,Existing Customer
9121,Existing Customer
8054,Existing Customer
1640,Attrited Customer
8739,Existing Customer
1818,Attrited Customer
3115,Existing Customer
29695,Existing Customer
7261,Existing Customer
33472,Existing Customer
11512,Existing Customer
8511,Existing Customer
4821,Existing Customer
34516,Existing Customer
8596,Existing Customer
7223,Existing Customer
7216,Existing Customer
28397,Existing Customer
13720,Attrited Customer
2952,Existing Customer
7109,Existing Customer
4511,Existing Customer
2533,Existing Customer
2016,Existing Customer
3893,Attrited Customer
5530,Existing Customer
1737,Existing Customer
34516,Existing Customer
11068,Existing Customer
5546,Existing Customer
7277,Attrited Customer
9426,Existing Customer
3490,Existing Customer
2364,Existing Customer
3696,Existing Customer
8748,Existing Customer
5608,Existing Customer
2736,Existing Customer
6327,Existing Customer
13430,Existing Customer
2796,Existing Customer
2457,Existing Customer
12386,Existing Customer
32210,Existing Customer
2136,Existing Customer
10851,Existing Customer
4668,Existing Customer
10696,Existing Customer
11851,Existing Customer
11558,Existing Customer
34516,Existing Customer
9033,Existing Customer
3675,Attrited Customer
9183,Existing Customer
5383,Existing Customer
21425,Existing Customer
1438,Existing Customer
10467,Existing Customer
12856,Existing Customer
9721,Attrited Customer
3981,Attrited Customer
3417,Existing Customer
3812,Attrited Customer
21378,Existing Customer
12873,Existing Customer
20229,Existing Customer
11191,Existing Customer
17576,Existing Customer
4182,Existing Customer
10271,Existing Customer
1560,Existing Customer
1659,Existing Customer
22487,Existing Customer
4717,Existing Customer
5180,Existing Customer
4915,Attrited Customer
12154,Existing Customer
3258,Existing Customer
34516,Attrited Customer
31458,Existing Customer
1438,Existing Customer
10961,Existing Customer
2498,Existing Customer
9569,Attrited Customer
3340,Existing Customer
3654,Existing Customer
10541,Existing Customer
34516,Existing Customer
1613,Existing Customer
1438,Attrited Customer
1922,Existing Customer
1931,Attrited Customer
8513,Existing Customer
2421,Existing Customer
1478,Existing Customer
2466,Existing Customer
2501,Existing Customer
13602,Existing Customer
3094,Existing Customer
2485,Existing Customer
14817,Existing Customer
1438,Existing Customer
6189,Existing Customer
5569,Existing Customer
2418,Existing Customer
7742,Existing Customer
2074,Existing Customer
4948,Attrited Customer
4988,Existing Customer
28701,Existing Customer
16034,Existing Customer
24149,Existing Customer
1438,Existing Customer
24657,Attrited Customer
4939,Existing Customer
9502,Attrited Customer
2936,Attrited Customer
22855,Existing Customer
6602,Existing Customer
3728,Attrited Customer
2021,Existing Customer
2255,Existing Customer
15704,Existing Customer
1438,Attrited Customer
8340,Existing Customer
15104,Existing Customer
2490,Existing Customer
2009,Existing Customer
31668,Attrited Customer
23642,Existing Customer
1438,Existing Customer
2563,Existing Customer
17814,Existing Customer
8706,Existing Customer
19272,Existing Customer
12254,Attrited Customer
9549,Existing Customer
11568,Existing Customer
34516,Existing Customer
1791,Existing Customer
7238,Existing Customer
4514,Existing Customer
9559,Existing Customer
8353,Existing Customer
15578,Existing Customer
3504,Existing Customer
2369,Existing Customer
10882,Attrited Customer
2469,Existing Customer
14335,Existing Customer
4005,Existing Customer
3664,Attrited Customer
6033,Existing Customer
4531,Existing Customer
34516,Existing Customer
11880,Existing Customer
9344,Existing Customer
24126,Existing Customer
2295,Existing Customer
5496,Attrited Customer
12342,Attrited Customer
12814,Existing Customer
5242,Existing Customer
8808,Attrited Customer
4469,Existing Customer
8031,Existing Customer
4748,Existing Customer
19999,Existing Customer
6331,Existing Customer
1693,Attrited Customer
5483,Existing Customer
15186,Attrited Customer
33408,Existing Customer
3125,Existing Customer
2934,Existing Customer
34516,Existing Customer
5349,Attrited Customer
9810,Existing Customer
7084,Existing Customer
8896,Existing Customer
6848,Existing Customer
17165,Existing Customer
20274,Existing Customer
19939,Existing Customer
3378,Existing Customer
3196,Existing Customer
34516,Attrited Customer
7030,Existing Customer
9410,Attrited Customer
34516,Attrited Customer
4096,Existing Customer
8026,Existing Customer
5596,Existing Customer
6897,Existing Customer
13991,Existing Customer
11366,Existing Customer
1707,Existing Customer
3476,Existing Customer
27781,Existing Customer
10534,Existing Customer
2721,Existing Customer
10458,Existing Customer
12544,Attrited Customer
11464,Existing Customer
3104,Existing Customer
34516,Existing Customer
5489,Existing Customer
19709,Existing Customer
6967,Attrited Customer
23424,Existing Customer
21718,Existing Customer
4908,Existing Customer
1470,Existing Customer
34516,Existing Customer
7936,Existing Customer
14366,Existing Customer
18679,Existing Customer
6663,Existing Customer
15677,Existing Customer
2334,Existing Customer
4950,Existing Customer
34516,Existing Customer
24172,Existing Customer
9037,Existing Customer
7616,Existing Customer
18737,Existing Customer
5330,Existing Customer
19032,Attrited Customer
16277,Existing Customer
9442,Existing Customer
1527,Attrited Customer
6022,Existing Customer
26729,Existing Customer
6102,Existing Customer
6803,Existing Customer
8101,Existing Customer
4632,Existing Customer
1996,Existing Customer
11600,Existing Customer
8464,Existing Customer
29003,Existing Customer
5000,Existing Customer
3855,Existing Customer
28200,Existing Customer
2310,Existing Customer
1960,Existing Customer
3773,Existing Customer
9771,Existing Customer
16037,Existing Customer
14839,Attrited Customer
34516,Existing Customer
8769,Existing Customer
2188,Existing Customer
1638,Existing Customer
3538,Existing Customer
2546,Existing Customer
5816,Existing Customer
20533,Existing Customer
9890,Existing Customer
30820,Existing Customer
6091,Existing Customer
9690,Existing Customer
6797,Existing Customer
4985,Existing Customer
2125,Attrited Customer
4012,Existing Customer
2619,Existing Customer
6728,Existing Customer
2680,Existing Customer
2936,Existing Customer
7478,Existing Customer
2527,Existing Customer
2837,Existing Customer
18584,Existing Customer
9576,Attrited Customer
9569,Attrited Customer
2663,Existing Customer
1438,Existing Customer
5376,Existing Customer
5341,Existing Customer
9904,Attrited Customer
7084,Attrited Customer
7498,Attrited Customer
5450,Existing Customer
6111,Existing Customer
1982,Existing Customer
25133,Existing Customer
17818,Existing Customer
5155,Existing Customer
2798,Existing Customer
28262,Existing Customer
2169,Existing Customer
3767,Existing Customer
8989,Attrited Customer
2838,Existing Customer
8495,Existing Customer
1752,Existing Customer
4204,Existing Customer
8017,Existing Customer
2778,Existing Customer
6813,Attrited Customer
2797,Existing Customer
11242,Existing Customer
3026,Existing Customer
1438,Existing Customer
34516,Existing Customer
12836,Existing Customer
11277,Existing Customer
12815,Existing Customer
24016,Existing Customer
3482,Existing Customer
2285,Existing Customer
9617,Existing Customer
34516,Existing Customer
2354,Existing Customer
11533,Existing Customer
5042,Existing Customer
2584,Existing Customer
1809,Attrited Customer
8624,Existing Customer
18410,Existing Customer
34516,Existing Customer
10130,Existing Customer
2283,Existing Customer
6347,Existing Customer
3469,Existing Customer
34516,Existing Customer
4092,Existing Customer
2297,Existing Customer
3458,Existing Customer
3943,Existing Customer
11884,Existing Customer
26058,Existing Customer
2808,Existing Customer
34516,Existing Customer
11236,Existing Customer
6380,Existing Customer
34516,Existing Customer
2664,Existing Customer
1645,Existing Customer
5797,Existing Customer
21721,Existing Customer
31756,Existing Customer
8333,Existing Customer
2067,Attrited Customer
3775,Attrited Customer
4388,Existing Customer
5157,Existing Customer
15939,Existing Customer
5015,Existing Customer
2440,Existing Customer
4948,Existing Customer
2468,Existing Customer
11328,Attrited Customer
34516,Existing Customer
3183,Existing Customer
1438,Attrited Customer
12945,Existing Customer
2458,Existing Customer
34516,Existing Customer
6500,Existing Customer
24528,Existing Customer
8516,Attrited Customer
10062,Existing Customer
9589,Existing Customer
3521,Existing Customer
7323,Existing Customer
8924,Attrited Customer
1438,Existing Customer
18965,Existing Customer
7976,Existing Customer
10620,Existing Customer
3984,Attrited Customer
2507,Existing Customer
19666,Existing Customer
6628,Existing Customer
13049,Existing Customer
3036,Attrited Customer
16575,Existing Customer
23391,Existing Customer
23898,Existing Customer
6921,Existing Customer
18026,Existing Customer
5216,Existing Customer
7699,Existing Customer
7232,Existing Customer
1536,Existing Customer
4453,Existing Customer
34516,Existing Customer
